,temperature,time,ctwl/nm,thresh/dBm,notch/dB,reflection/%
2090,85.64,2022/8/23 17:53,1534.6708,-57.2641,0.1484,3.359314915
2091,85.54,2022/8/23 17:53,1534.6686,-57.2524,0.1478,3.345962588
2092,85.44,2022/8/23 17:54,1534.6688,-57.2459,0.1496,3.386014034
2093,85.33,2022/8/23 17:54,1534.6667,-57.2818,0.1492,3.377115147
2094,85.25,2022/8/23 17:55,1534.6665,-57.2786,0.1487,3.365990386
2095,85.16,2022/8/23 17:55,1534.6661,-57.2848,0.1464,3.314799985
2096,85.05,2022/8/23 17:56,1534.6644,-57.2783,0.1466,3.319252401
2097,84.97,2022/8/23 17:56,1534.6633,-57.2962,0.146,3.305894539
2098,84.87,2022/8/23 17:57,1534.6615,-57.299,0.1465,3.317026219
2099,84.77,2022/8/23 17:57,1534.6614,-57.3105,0.147,3.328156617
2100,84.65,2022/8/23 17:58,1534.6596,-57.3102,0.1467,3.321478532
2101,84.57,2022/8/23 17:58,1534.6591,-57.3371,0.1454,3.292534832
2102,84.47,2022/8/23 17:59,1534.6582,-57.3297,0.1467,3.321478532
2103,84.37,2022/8/23 17:59,1534.6562,-57.3295,0.1468,3.323704611
2104,84.28,2022/8/23 18:00,1534.6552,-57.3789,0.1485,3.361540123
2105,84.17,2022/8/23 18:00,1534.6548,-57.4569,0.1482,3.354864344
2106,84.08,2022/8/23 18:01,1534.6542,-57.4241,0.148,3.350413569
2107,83.99,2022/8/23 18:01,1534.6521,-57.4127,0.1487,3.365990386
2108,83.89,2022/8/23 18:02,1534.6518,-57.3928,0.1471,3.330382542
2109,83.8,2022/8/23 18:02,1534.6507,-57.3696,0.1498,3.39046317
2110,83.71,2022/8/23 18:03,1534.6498,-57.3647,0.1463,3.312573701
2111,83.62,2022/8/23 18:03,1534.6491,-57.3515,0.1486,3.36376528
2112,83.52,2022/8/23 18:04,1534.6464,-57.3461,0.1494,3.381564693
2113,83.42,2022/8/23 18:04,1534.6477,-57.341,0.1479,3.348188104
2114,83.34,2022/8/23 18:05,1534.6447,-57.3279,0.1471,3.330382542
2115,83.24,2022/8/23 18:05,1534.6461,-57.3342,0.1485,3.361540123
2116,83.15,2022/8/23 18:06,1534.6438,-57.3131,0.1482,3.354864344
2117,83.06,2022/8/23 18:06,1534.6423,-57.2764,0.1495,3.383789389
2118,82.95,2022/8/23 18:07,1534.6423,-57.2695,0.1472,3.332608417
2119,82.86,2022/8/23 18:07,1534.6412,-57.2512,0.1507,3.410481747
2120,82.77,2022/8/23 18:08,1534.6402,-57.2384,0.1485,3.361540123
2121,82.68,2022/8/23 18:08,1534.6396,-57.2244,0.1485,3.361540123
2122,82.59,2022/8/23 18:09,1534.6385,-57.2243,0.1488,3.368215441
2123,82.48,2022/8/23 18:09,1534.6375,-57.2254,0.1483,3.357089655
2124,82.4,2022/8/23 18:10,1534.6375,-57.2216,0.149,3.372665396
2125,82.32,2022/8/23 18:10,1534.6354,-57.2191,0.1503,3.401585114
2126,82.22,2022/8/23 18:11,1534.634,-57.2151,0.1509,3.414929756
2127,82.12,2022/8/23 18:11,1534.6328,-57.1981,0.1513,3.42382516
2128,82.02,2022/8/23 18:12,1534.6317,-57.1802,0.1517,3.432719745
2129,81.93,2022/8/23 18:12,1534.6317,-57.1608,0.1481,3.352638982
2130,81.85,2022/8/23 18:13,1534.6299,-57.1528,0.1514,3.426048883
2131,81.75,2022/8/23 18:13,1534.6298,-57.1291,0.1496,3.386014034
2132,81.65,2022/8/23 18:14,1534.629,-57.1157,0.1492,3.377115147
2133,81.57,2022/8/23 18:14,1534.6283,-57.1191,0.1513,3.42382516
2134,81.47,2022/8/23 18:15,1534.627,-57.0927,0.1506,3.408257665
2135,81.38,2022/8/23 18:15,1534.6271,-57.093,0.1498,3.39046317
2136,81.29,2022/8/23 18:16,1534.6262,-57.0821,0.149,3.372665396
2137,81.2,2022/8/23 18:16,1534.6256,-57.0826,0.1504,3.403809349
2138,81.12,2022/8/23 18:17,1534.6246,-57.0834,0.15,3.394912101
2139,81.03,2022/8/23 18:17,1534.6228,-57.0644,0.1514,3.426048883
2140,80.93,2022/8/23 18:18,1534.6218,-57.0527,0.149,3.372665396
2141,80.85,2022/8/23 18:18,1534.6212,-57.0423,0.1504,3.403809349
2142,80.76,2022/8/23 18:19,1534.6204,-57.039,0.1508,3.412705777
2143,80.67,2022/8/23 18:19,1534.6197,-57.0353,0.1502,3.399360827
2144,80.56,2022/8/23 18:20,1534.6179,-57.0173,0.1523,3.446060086
2145,80.49,2022/8/23 18:20,1534.6172,-57.0205,0.1527,3.454952623
2146,80.39,2022/8/23 18:21,1534.6154,-57.0082,0.1492,3.377115147
2147,80.3,2022/8/23 18:21,1534.6162,-57.0017,0.1507,3.410481747
2148,80.22,2022/8/23 18:22,1534.6144,-56.9989,0.1487,3.365990386
2149,80.13,2022/8/23 18:22,1534.6136,-57.0014,0.1495,3.383789389
2150,80.03,2022/8/23 18:23,1534.6125,-56.9971,0.1494,3.381564693
2151,79.96,2022/8/23 18:23,1534.612,-56.9963,0.1513,3.42382516
2152,79.88,2022/8/23 18:24,1534.6094,-56.9783,0.1503,3.401585114
2153,79.79,2022/8/23 18:24,1534.6084,-56.9778,0.1507,3.410481747
2154,79.71,2022/8/23 18:25,1534.609,-56.9654,0.1523,3.446060086
2155,79.61,2022/8/23 18:25,1534.6096,-56.9536,0.1537,3.477180383
2156,79.52,2022/8/23 18:26,1534.6071,-56.9558,0.1508,3.412705777
2157,79.44,2022/8/23 18:26,1534.6059,-56.9557,0.1515,3.428272555
2158,79.35,2022/8/23 18:27,1534.6054,-56.9462,0.1495,3.383789389
2159,79.25,2022/8/23 18:27,1534.6038,-56.9563,0.152,3.439390146
2160,79.17,2022/8/23 18:28,1534.603,-56.9304,0.1501,3.39713649
2161,79.07,2022/8/23 18:28,1534.6024,-56.9302,0.1529,3.459398584
2162,78.98,2022/8/23 18:29,1534.6019,-56.9219,0.1515,3.428272555
2163,78.89,2022/8/23 18:29,1534.5998,-56.9156,0.1504,3.403809349
2164,78.8,2022/8/23 18:30,1534.5999,-56.91,0.1517,3.432719745
2165,78.73,2022/8/23 18:30,1534.5989,-56.9278,0.1539,3.48162532
2166,78.65,2022/8/23 18:31,1534.5981,-56.9178,0.1541,3.486070053
2167,78.55,2022/8/23 18:31,1534.5976,-56.9043,0.1526,3.452729566
2168,78.46,2022/8/23 18:32,1534.5969,-56.9059,0.1527,3.454952623
2169,78.37,2022/8/23 18:32,1534.5959,-56.9004,0.1523,3.446060086
2170,78.3,2022/8/23 18:33,1534.5944,-56.874,0.151,3.417153684
2171,78.2,2022/8/23 18:33,1534.5937,-56.8708,0.1519,3.43716673
2172,78.12,2022/8/23 18:34,1534.5937,-56.8419,0.1514,3.426048883
2173,78.04,2022/8/23 18:34,1534.5917,-56.8413,0.1524,3.448283297
2174,77.95,2022/8/23 18:35,1534.5907,-56.8436,0.1511,3.41937756
2175,77.88,2022/8/23 18:35,1534.5895,-56.8391,0.1513,3.42382516
2176,77.78,2022/8/23 18:36,1534.5884,-56.836,0.1537,3.477180383
2177,77.69,2022/8/23 18:36,1534.5882,-56.8327,0.1531,3.463844341
2178,77.61,2022/8/23 18:37,1534.587,-56.8225,0.1554,3.51495583
2179,77.53,2022/8/23 18:37,1534.5862,-56.8216,0.1504,3.403809349
2180,77.45,2022/8/23 18:38,1534.5836,-56.8358,0.1526,3.452729566
2181,77.37,2022/8/23 18:38,1534.5837,-56.8172,0.1518,3.434943263
2182,77.29,2022/8/23 18:39,1534.5832,-56.808,0.1521,3.44161351
2183,77.2,2022/8/23 18:39,1534.5825,-56.8173,0.1528,3.457175629
2184,77.13,2022/8/23 18:40,1534.5816,-56.799,0.1523,3.446060086
2185,77.05,2022/8/23 18:40,1534.5795,-56.7935,0.1524,3.448283297
2186,76.95,2022/8/23 18:41,1534.5799,-56.7894,0.1511,3.41937756
2187,76.87,2022/8/23 18:41,1534.5797,-56.7953,0.1523,3.446060086
2188,76.79,2022/8/23 18:42,1534.5786,-56.7932,0.1554,3.51495583
2189,76.7,2022/8/23 18:42,1534.5783,-56.7857,0.1502,3.399360827
2190,76.6,2022/8/23 18:43,1534.5767,-56.7802,0.1515,3.428272555
2191,76.51,2022/8/23 18:43,1534.5759,-56.7743,0.1507,3.410481747
2192,76.43,2022/8/23 18:44,1534.5754,-56.7578,0.1513,3.42382516
2193,76.35,2022/8/23 18:44,1534.5744,-56.7622,0.15,3.394912101
2194,76.26,2022/8/23 18:45,1534.574,-56.7515,0.1546,3.497180991
2195,76.19,2022/8/23 18:45,1534.5721,-56.755,0.1509,3.414929756
2196,76.11,2022/8/23 18:46,1534.5713,-56.7464,0.1525,3.450506457
2197,76.03,2022/8/23 18:46,1534.5703,-56.747,0.1524,3.448283297
2198,75.94,2022/8/23 18:47,1534.5691,-56.7495,0.152,3.439390146
2199,75.85,2022/8/23 18:47,1534.5683,-56.7239,0.1517,3.432719745
2200,75.79,2022/8/23 18:48,1534.5673,-56.7097,0.1508,3.412705777
2201,75.72,2022/8/23 18:48,1534.5671,-56.7093,0.1511,3.41937756
2202,75.63,2022/8/23 18:49,1534.5668,-56.7036,0.1509,3.414929756
2203,75.54,2022/8/23 18:49,1534.5653,-56.6987,0.1528,3.457175629
2204,75.46,2022/8/23 18:50,1534.5642,-56.6909,0.1536,3.474957837
2205,75.38,2022/8/23 18:50,1534.5639,-56.6867,0.1502,3.399360827
2206,75.29,2022/8/23 18:51,1534.5629,-56.6846,0.1514,3.426048883
2207,75.21,2022/8/23 18:51,1534.5628,-56.6824,0.1509,3.414929756
2208,75.14,2022/8/23 18:52,1534.5618,-56.6753,0.1531,3.463844341
2209,75.06,2022/8/23 18:52,1534.5613,-56.6804,0.1509,3.414929756
2210,74.97,2022/8/23 18:53,1534.5604,-56.6908,0.1497,3.388238627
2211,74.88,2022/8/23 18:53,1534.5591,-56.6855,0.1503,3.401585114
2212,74.8,2022/8/23 18:54,1534.5586,-56.6759,0.1522,3.443836824
2213,74.72,2022/8/23 18:54,1534.5579,-56.6662,0.1525,3.450506457
2214,74.63,2022/8/23 18:55,1534.5572,-56.6611,0.1513,3.42382516
2215,74.56,2022/8/23 18:55,1534.5559,-56.6548,0.1524,3.448283297
2216,74.47,2022/8/23 18:56,1534.555,-56.6545,0.151,3.417153684
2217,74.38,2022/8/23 18:56,1534.5544,-56.6582,0.1515,3.428272555
2218,74.32,2022/8/23 18:57,1534.5532,-56.6525,0.1512,3.421601386
2219,74.23,2022/8/23 18:57,1534.5516,-56.6559,0.1512,3.421601386
2220,74.19,2022/8/23 18:58,1534.5523,-56.6385,0.1503,3.401585114
2221,74.12,2022/8/23 18:58,1534.5505,-56.6462,0.1515,3.428272555
2222,74.03,2022/8/23 18:59,1534.5491,-56.6445,0.1505,3.406033533
2223,73.94,2022/8/23 18:59,1534.5486,-56.6559,0.1493,3.379339946
2224,73.86,2022/8/23 19:00,1534.5484,-56.6447,0.1512,3.421601386
2225,73.78,2022/8/23 19:00,1534.5477,-56.6517,0.1509,3.414929756
2226,73.72,2022/8/23 19:01,1534.5454,-56.6379,0.1517,3.432719745
2227,73.63,2022/8/23 19:01,1534.5449,-56.608,0.1516,3.430496175
2228,73.55,2022/8/23 19:02,1534.5437,-56.5779,0.1503,3.401585114
2229,73.47,2022/8/23 19:02,1534.5425,-56.5585,0.1515,3.428272555
2230,73.4,2022/8/23 19:03,1534.5433,-56.5463,0.1512,3.421601386
2231,73.32,2022/8/23 19:03,1534.542,-56.5466,0.1521,3.44161351
2232,73.25,2022/8/23 19:04,1534.5403,-56.54,0.152,3.439390146
2233,73.17,2022/8/23 19:04,1534.5409,-56.5405,0.153,3.461621488
2234,73.07,2022/8/23 19:05,1534.54,-56.5468,0.1508,3.412705777
2235,73.02,2022/8/23 19:05,1534.5408,-56.5385,0.1536,3.474957837
2236,72.95,2022/8/23 19:06,1534.5392,-56.5402,0.1499,3.392687661
2237,72.88,2022/8/23 19:06,1534.5379,-56.5407,0.1519,3.43716673
2238,72.8,2022/8/23 19:07,1534.5374,-56.5338,0.1505,3.406033533
2239,72.71,2022/8/23 19:07,1534.536,-56.54,0.1522,3.443836824
2240,72.62,2022/8/23 19:08,1534.5354,-56.5515,0.15,3.394912101
2241,72.55,2022/8/23 19:08,1534.5353,-56.5694,0.1499,3.392687661
2242,72.47,2022/8/23 19:09,1534.5348,-56.5576,0.1531,3.463844341
2243,72.39,2022/8/23 19:09,1534.5335,-56.5696,0.1532,3.466067143
2244,72.31,2022/8/23 19:10,1534.5329,-56.5461,0.1497,3.388238627
2245,72.21,2022/8/23 19:10,1534.5323,-56.5369,0.149,3.372665396
2246,72.16,2022/8/23 19:11,1534.5315,-56.5305,0.1512,3.421601386
2247,72.09,2022/8/23 19:11,1534.5311,-56.5404,0.1528,3.457175629
2248,72.02,2022/8/23 19:12,1534.5292,-56.5296,0.1529,3.459398584
2249,71.93,2022/8/23 19:12,1534.5287,-56.5302,0.1502,3.399360827
2250,71.87,2022/8/23 19:13,1534.5274,-56.5274,0.151,3.417153684
2251,71.8,2022/8/23 19:13,1534.5268,-56.5303,0.1499,3.392687661
2252,71.72,2022/8/23 19:14,1534.5257,-56.5202,0.1519,3.43716673
2253,71.64,2022/8/23 19:14,1534.5255,-56.5093,0.1537,3.477180383
2254,71.56,2022/8/23 19:15,1534.5244,-56.5052,0.1545,3.494958906
2255,71.49,2022/8/23 19:15,1534.5235,-56.5168,0.1515,3.428272555
2256,71.42,2022/8/23 19:16,1534.5234,-56.5139,0.1502,3.399360827
2257,71.35,2022/8/23 19:16,1534.5218,-56.5128,0.1517,3.432719745
2258,71.27,2022/8/23 19:17,1534.5215,-56.5026,0.1521,3.44161351
2259,71.19,2022/8/23 19:17,1534.5204,-56.5125,0.1524,3.448283297
2260,71.11,2022/8/23 19:18,1534.5191,-56.515,0.1513,3.42382516
2261,71.02,2022/8/23 19:18,1534.5189,-56.5264,0.1506,3.408257665
2262,70.94,2022/8/23 19:19,1534.5181,-56.5225,0.1529,3.459398584
2263,70.85,2022/8/23 19:19,1534.517,-56.5164,0.1535,3.47273524
2264,70.79,2022/8/23 19:20,1534.5158,-56.5136,0.1512,3.421601386
2265,70.72,2022/8/23 19:20,1534.5152,-56.5253,0.1505,3.406033533
2266,70.64,2022/8/23 19:21,1534.5139,-56.5272,0.1504,3.403809349
2267,70.57,2022/8/23 19:21,1534.5137,-56.519,0.1523,3.446060086
2268,70.48,2022/8/23 19:22,1534.514,-56.5184,0.1515,3.428272555
2269,70.44,2022/8/23 19:22,1534.5121,-56.521,0.1512,3.421601386
2270,70.36,2022/8/23 19:23,1534.5109,-56.53,0.1534,3.470512592
2271,70.29,2022/8/23 19:23,1534.5101,-56.536,0.1543,3.490514582
2272,70.21,2022/8/23 19:24,1534.5095,-56.5375,0.1504,3.403809349
2273,70.15,2022/8/23 19:24,1534.5089,-56.5338,0.1513,3.42382516
2274,70.07,2022/8/23 19:25,1534.5086,-56.5517,0.153,3.461621488
2275,70,2022/8/23 19:25,1534.5072,-56.5581,0.1514,3.426048883
2276,69.93,2022/8/23 19:26,1534.5072,-56.5692,0.154,3.483847712
2277,69.87,2022/8/23 19:26,1534.5058,-56.7238,0.1521,3.44161351
2278,69.78,2022/8/23 19:27,1534.5045,-56.7221,0.1535,3.47273524
2279,69.72,2022/8/23 19:27,1534.503,-56.7187,0.1524,3.448283297
2280,69.63,2022/8/23 19:28,1534.5032,-56.7218,0.1535,3.47273524
2281,69.55,2022/8/23 19:28,1534.5022,-56.7255,0.1514,3.426048883
2282,69.47,2022/8/23 19:29,1534.502,-56.7212,0.1517,3.432719745
2283,69.4,2022/8/23 19:29,1534.5011,-56.7436,0.1531,3.463844341
2284,69.32,2022/8/23 19:30,1534.5001,-56.7332,0.152,3.439390146
2285,69.25,2022/8/23 19:30,1534.4997,-56.7299,0.1526,3.452729566
2286,69.18,2022/8/23 19:31,1534.4986,-56.7398,0.152,3.439390146
2287,69.11,2022/8/23 19:31,1534.4975,-56.7531,0.1514,3.426048883
2288,69.04,2022/8/23 19:32,1534.497,-56.7574,0.154,3.483847712
2289,68.98,2022/8/23 19:32,1534.4975,-56.7585,0.1529,3.459398584
2290,68.91,2022/8/23 19:33,1534.4958,-56.7546,0.1531,3.463844341
2291,68.86,2022/8/23 19:33,1534.4955,-56.7546,0.1544,3.492736769
2292,68.76,2022/8/23 19:34,1534.4949,-56.7584,0.1521,3.44161351
2293,68.71,2022/8/23 19:34,1534.4941,-56.7601,0.15,3.394912101
2294,68.63,2022/8/23 19:35,1534.4933,-56.7581,0.1496,3.386014034
2295,68.56,2022/8/23 19:35,1534.4927,-56.7579,0.1533,3.468289893
2296,68.49,2022/8/23 19:36,1534.4921,-56.7678,0.1521,3.44161351
2297,68.43,2022/8/23 19:36,1534.4913,-56.7924,0.1551,3.508290649
2298,68.35,2022/8/23 19:37,1534.4908,-56.7927,0.1511,3.41937756
2299,68.28,2022/8/23 19:37,1534.4888,-56.8072,0.1502,3.399360827
2300,68.2,2022/8/23 19:38,1534.4881,-56.8097,0.1521,3.44161351
2301,68.14,2022/8/23 19:38,1534.4884,-56.8092,0.1525,3.450506457
2302,68.06,2022/8/23 19:39,1534.4871,-56.8185,0.1522,3.443836824
2303,68.01,2022/8/23 19:39,1534.4868,-56.8251,0.1526,3.452729566
2304,67.93,2022/8/23 19:40,1534.4857,-56.8127,0.153,3.461621488
2305,67.87,2022/8/23 19:40,1534.4847,-56.8257,0.1521,3.44161351
2306,67.78,2022/8/23 19:41,1534.4836,-56.8262,0.1524,3.448283297
2307,67.72,2022/8/23 19:41,1534.4828,-56.8239,0.1518,3.434943263
2308,67.65,2022/8/23 19:42,1534.4822,-56.8204,0.1538,3.479402877
2309,67.58,2022/8/23 19:42,1534.4821,-56.8297,0.1542,3.488292343
2310,67.52,2022/8/23 19:43,1534.4815,-56.8258,0.1502,3.399360827
2311,67.45,2022/8/23 19:43,1534.4803,-56.8324,0.1541,3.486070053
2312,67.4,2022/8/23 19:44,1534.48,-56.8322,0.1517,3.432719745
2313,67.32,2022/8/23 19:44,1534.479,-56.834,0.1553,3.512734154
2314,67.25,2022/8/23 19:45,1534.4794,-56.8258,0.1526,3.452729566
2315,67.19,2022/8/23 19:45,1534.4778,-56.831,0.1555,3.517177454
2316,67.1,2022/8/23 19:46,1534.4775,-56.8389,0.1559,3.526063441
2317,67.05,2022/8/23 19:46,1534.4764,-56.8312,0.1567,3.543832961
2318,66.97,2022/8/23 19:47,1534.4761,-56.8266,0.1569,3.548274829
2319,66.89,2022/8/23 19:47,1534.4752,-56.838,0.1545,3.494958906
2320,66.84,2022/8/23 19:48,1534.4745,-56.8297,0.156,3.52828481
2321,66.76,2022/8/23 19:48,1534.4739,-56.833,0.1542,3.488292343
2322,66.69,2022/8/23 19:49,1534.4734,-56.8362,0.1561,3.530506128
2323,66.63,2022/8/23 19:49,1534.4732,-56.8382,0.1566,3.54161195
2324,66.57,2022/8/23 19:50,1534.4721,-56.8409,0.1567,3.543832961
2325,66.52,2022/8/23 19:50,1534.4707,-56.8543,0.1557,3.52162055
2326,66.44,2022/8/23 19:51,1534.4695,-56.8646,0.153,3.461621488
2327,66.38,2022/8/23 19:51,1534.4694,-56.8555,0.1562,3.532727395
2328,66.31,2022/8/23 19:52,1534.4695,-56.8624,0.1562,3.532727395
2329,66.25,2022/8/23 19:52,1534.4698,-56.8488,0.154,3.483847712
2330,66.15,2022/8/23 19:53,1534.4672,-56.8483,0.1553,3.512734154
2331,66.09,2022/8/23 19:53,1534.4669,-56.8491,0.1557,3.52162055
2332,66.02,2022/8/23 19:54,1534.4661,-56.8525,0.156,3.52828481
2333,65.95,2022/8/23 19:54,1534.4652,-56.8634,0.1541,3.486070053
2334,65.88,2022/8/23 19:55,1534.4643,-56.859,0.1561,3.530506128
2335,65.82,2022/8/23 19:55,1534.4639,-56.8562,0.155,3.506068819
2336,65.76,2022/8/23 19:56,1534.4628,-56.8433,0.1566,3.54161195
2337,65.7,2022/8/23 19:56,1534.4626,-56.8653,0.1561,3.530506128
2338,65.64,2022/8/23 19:57,1534.4619,-56.8681,0.1554,3.51495583
2339,65.56,2022/8/23 19:57,1534.4605,-56.8697,0.155,3.506068819
2340,65.48,2022/8/23 19:58,1534.4607,-56.8769,0.158,3.572701449
2341,65.41,2022/8/23 19:58,1534.4596,-56.8667,0.157,3.550495686
2342,65.34,2022/8/23 19:59,1534.4591,-56.8636,0.1558,3.523842021
2343,65.27,2022/8/23 19:59,1534.4575,-56.8733,0.155,3.506068819
2344,65.21,2022/8/23 20:00,1534.4576,-56.8586,0.1547,3.499403025
2345,65.14,2022/8/23 20:00,1534.4567,-56.8652,0.1574,3.559378605
2346,65.07,2022/8/23 20:01,1534.4557,-56.863,0.1565,3.539390888
2347,65.03,2022/8/23 20:01,1534.4556,-56.859,0.156,3.52828481
2348,64.94,2022/8/23 20:02,1534.4547,-56.857,0.1565,3.539390888
2349,64.88,2022/8/23 20:02,1534.4541,-56.8737,0.1557,3.52162055
2350,64.84,2022/8/23 20:03,1534.4542,-56.8773,0.1571,3.552716493
2351,64.78,2022/8/23 20:03,1534.4531,-56.8795,0.1558,3.523842021
2352,64.71,2022/8/23 20:04,1534.4526,-56.8698,0.1576,3.563819758
2353,64.64,2022/8/23 20:04,1534.4525,-56.8596,0.1571,3.552716493
2354,64.58,2022/8/23 20:05,1534.4514,-56.8558,0.1568,3.54605392
2355,64.53,2022/8/23 20:05,1534.4511,-56.8596,0.1583,3.579362181
2356,64.46,2022/8/23 20:06,1534.4489,-56.8651,0.1572,3.554937248
2357,64.4,2022/8/23 20:06,1534.4487,-56.8697,0.1568,3.54605392
2358,64.34,2022/8/23 20:07,1534.4484,-56.8638,0.1582,3.577141988
2359,64.28,2022/8/23 20:07,1534.4475,-56.8748,0.1573,3.557157952
2360,64.2,2022/8/23 20:08,1534.4463,-56.8678,0.1587,3.588242441
2361,64.14,2022/8/23 20:08,1534.446,-56.8624,0.1582,3.577141988
2362,64.08,2022/8/23 20:09,1534.4457,-56.8667,0.1567,3.543832961
2363,64.01,2022/8/23 20:09,1534.4446,-56.873,0.1597,3.610439513
2364,63.94,2022/8/23 20:10,1534.4435,-56.8702,0.1582,3.577141988
2365,63.88,2022/8/23 20:10,1534.4427,-56.8835,0.1566,3.54161195
2366,63.82,2022/8/23 20:11,1534.4422,-56.8779,0.1577,3.566040257
2367,63.76,2022/8/23 20:11,1534.4415,-56.876,0.1588,3.590462378
2368,63.7,2022/8/23 20:12,1534.4418,-56.8768,0.1584,3.581582322
2369,63.64,2022/8/23 20:12,1534.4406,-56.8693,0.1575,3.561599207
2370,63.57,2022/8/23 20:13,1534.4409,-56.8734,0.1595,3.606000507
2371,63.49,2022/8/23 20:13,1534.4401,-56.8657,0.1582,3.577141988
2372,63.41,2022/8/23 20:14,1534.4387,-56.8747,0.158,3.572701449
2373,63.35,2022/8/23 20:14,1534.4382,-56.8744,0.1567,3.543832961
2374,63.3,2022/8/23 20:15,1534.4379,-56.8793,0.1564,3.537169775
2375,63.23,2022/8/23 20:15,1534.4378,-56.8826,0.1577,3.566040257
2376,63.17,2022/8/23 20:16,1534.4366,-56.8734,0.1572,3.554937248
2377,63.11,2022/8/23 20:16,1534.4357,-56.882,0.1596,3.608220035
2378,63.06,2022/8/23 20:17,1534.4348,-56.8776,0.1603,3.623755303
2379,63,2022/8/23 20:17,1534.4338,-56.8675,0.1579,3.570481103
2380,62.95,2022/8/23 20:18,1534.4337,-56.877,0.1587,3.588242441
2381,62.9,2022/8/23 20:18,1534.4326,-56.8692,0.1591,3.597121883
2382,62.82,2022/8/23 20:19,1534.4321,-56.8676,0.1604,3.625974422
2383,62.76,2022/8/23 20:19,1534.4319,-56.8805,0.1587,3.588242441
2384,62.72,2022/8/23 20:20,1534.4309,-56.8548,0.1606,3.630412508
2385,62.65,2022/8/23 20:20,1534.4306,-56.8605,0.1568,3.54605392
2386,62.59,2022/8/23 20:21,1534.4301,-56.8702,0.1589,3.592682264
2387,62.52,2022/8/23 20:21,1534.4299,-56.8708,0.1587,3.588242441
2388,62.46,2022/8/23 20:22,1534.4296,-56.8694,0.1588,3.590462378
2389,62.41,2022/8/23 20:22,1534.4281,-56.8748,0.1599,3.614878314
2390,62.32,2022/8/23 20:23,1534.4274,-56.8657,0.1592,3.599341616
2391,62.26,2022/8/23 20:23,1534.4266,-56.8639,0.1581,3.574921744
2392,62.2,2022/8/23 20:24,1534.4265,-56.8653,0.1588,3.590462378
2393,62.13,2022/8/23 20:24,1534.4264,-56.8589,0.1585,3.583802413
2394,62.08,2022/8/23 20:25,1534.4252,-56.8583,0.1593,3.601561297
2395,62.03,2022/8/23 20:25,1534.4253,-56.8629,0.1606,3.630412508
2396,61.96,2022/8/23 20:26,1534.424,-56.8616,0.1571,3.552716493
2397,61.9,2022/8/23 20:26,1534.4236,-56.8593,0.1591,3.597121883
2398,61.84,2022/8/23 20:27,1534.4226,-56.8527,0.1591,3.597121883
2399,61.77,2022/8/23 20:27,1534.4217,-56.8573,0.16,3.617097638
2400,61.74,2022/8/23 20:28,1534.4201,-56.8565,0.1579,3.570481103
2401,61.66,2022/8/23 20:28,1534.4198,-56.8635,0.1599,3.614878314
2402,61.61,2022/8/23 20:29,1534.4188,-56.8645,0.1589,3.592682264
2403,61.55,2022/8/23 20:29,1534.4185,-56.8624,0.1581,3.574921744
2404,61.47,2022/8/23 20:30,1534.4179,-56.8422,0.1592,3.599341616
2405,61.43,2022/8/23 20:30,1534.418,-56.8446,0.1589,3.592682264
2406,61.36,2022/8/23 20:31,1534.4174,-56.8418,0.16,3.617097638
2407,61.32,2022/8/23 20:31,1534.4166,-56.8378,0.1614,3.648162807
2408,61.25,2022/8/23 20:32,1534.4167,-56.8371,0.158,3.572701449
2409,61.18,2022/8/23 20:32,1534.4164,-56.8347,0.156,3.52828481
2410,61.13,2022/8/23 20:33,1534.4158,-56.8304,0.162,3.661473386
2411,61.08,2022/8/23 20:33,1534.4146,-56.83,0.158,3.572701449
2412,61.02,2022/8/23 20:34,1534.4138,-56.827,0.1597,3.610439513
2413,60.96,2022/8/23 20:34,1534.4135,-56.8269,0.1603,3.623755303
2414,60.91,2022/8/23 20:35,1534.413,-56.8315,0.1606,3.630412508
2415,60.85,2022/8/23 20:35,1534.4124,-56.8435,0.1585,3.583802413
2416,60.78,2022/8/23 20:36,1534.4115,-56.8317,0.16,3.617097638
2417,60.73,2022/8/23 20:36,1534.4116,-56.8257,0.1604,3.625974422
2418,60.67,2022/8/23 20:37,1534.4106,-56.8148,0.1595,3.606000507
2419,60.6,2022/8/23 20:37,1534.4092,-56.8343,0.1609,3.637069253
2420,60.55,2022/8/23 20:38,1534.4081,-56.8115,0.1587,3.588242441
2421,60.49,2022/8/23 20:38,1534.4072,-56.8125,0.163,3.683653598
2422,60.42,2022/8/23 20:39,1534.4067,-56.8134,0.1574,3.559378605
2423,60.38,2022/8/23 20:39,1534.4058,-56.8233,0.1591,3.597121883
2424,60.32,2022/8/23 20:40,1534.4058,-56.824,0.1597,3.610439513
2425,60.25,2022/8/23 20:40,1534.4049,-56.811,0.1574,3.559378605
2426,60.21,2022/8/23 20:41,1534.4052,-56.8201,0.1573,3.557157952
2427,60.15,2022/8/23 20:41,1534.405,-56.8167,0.1581,3.574921744
2428,60.1,2022/8/23 20:42,1534.4036,-56.8172,0.1587,3.588242441
2429,60.05,2022/8/23 20:42,1534.4031,-56.816,0.1584,3.581582322
2430,59.97,2022/8/23 20:43,1534.4023,-56.7995,0.159,3.594902099
2431,59.91,2022/8/23 20:43,1534.4017,-56.8004,0.1565,3.539390888
2432,59.85,2022/8/23 20:44,1534.4007,-56.7883,0.159,3.594902099
