,Unnamed: 0,time,temperature,ctwl/nm,thresh/dBm,notch/dB,reflection/%
3196,3196,2022/8/31 3:27:03,54.01,1538.929,-47.6251,1.1581000000000004,23.40683780575077
3197,3197,2022/8/31 3:27:33,53.97,1538.9284,-47.6177,1.157400000000003,23.3944914516344
3198,3198,2022/8/31 3:28:03,53.92,1538.9276,-47.6141,1.161700000000004,23.470301916901654
3199,3199,2022/8/31 3:28:33,53.87,1538.9274,-47.6037,1.1693000000000027,23.60410907176036
3200,3200,2022/8/31 3:29:03,53.81,1538.9274,-47.6085,1.1733000000000005,23.674439894094824
3201,3201,2022/8/31 3:29:33,53.76,1538.9267,-47.609,1.1744999999999977,23.69552651236636
3202,3202,2022/8/31 3:30:03,53.7,1538.9259,-47.6046,1.1711999999999994,23.637524289323363
3203,3203,2022/8/31 3:30:33,53.68,1538.9253,-47.5991,1.1823000000000037,23.83244760298245
3204,3204,2022/8/31 3:31:03,53.63,1538.9251,-47.6,1.169899999999999,23.614662825093102
3205,3205,2022/8/31 3:31:33,53.56,1538.9241,-47.594,1.1837000000000024,23.85699716374884
3206,3206,2022/8/31 3:32:03,53.5,1538.9237,-47.5942,1.1674000000000035,23.57067923213649
3207,3207,2022/8/31 3:32:33,53.45,1538.9232,-47.5863,1.1863000000000035,23.902568214578174
3208,3208,2022/8/31 3:33:03,53.4,1538.922,-47.5923,1.1803999999999994,23.79911768130416
3209,3209,2022/8/31 3:33:33,53.38,1538.922,-47.5832,1.1832999999999962,23.849983811046204
3210,3210,2022/8/31 3:34:03,53.31,1538.9214,-47.5825,1.1643000000000023,23.516104402112223
3211,3211,2022/8/31 3:34:33,53.27,1538.9209,-47.5915,1.178000000000005,23.75699587992438
3212,3212,2022/8/31 3:35:03,53.22,1538.9205,-47.5898,1.168500000000002,23.590035132373032
3213,3213,2022/8/31 3:35:33,53.17,1538.9206,-47.5924,1.1681000000000032,23.58299719042641
3214,3214,2022/8/31 3:36:03,53.13,1538.92,-47.6011,1.1726000000000016,23.66213667581524
3215,3215,2022/8/31 3:36:33,53.07,1538.9198,-47.5917,1.174299999999998,23.692012480589785
3216,3216,2022/8/31 3:37:03,53.0,1538.9191,-47.5994,1.1751000000000011,23.706067636785452
3217,3217,2022/8/31 3:37:33,52.96,1538.9216,-47.5993,1.1730999999999987,23.6709248912212
3218,3218,2022/8/31 3:38:03,52.91,1538.9174,-47.6016,1.1638999999999988,23.509059650580035
3219,3219,2022/8/31 3:38:33,52.88,1538.9184,-47.6083,1.1706999999999979,23.628732228309545
3220,3220,2022/8/31 3:39:03,52.82,1538.9234,-47.6001,1.1907,23.97962633005529
3221,3221,2022/8/31 3:39:33,52.78,1538.9229,-47.6006,1.1748000000000005,23.70079725661469
3222,3222,2022/8/31 3:40:03,52.74,1538.9224,-47.5911,1.1736999999999973,23.681469414245004
3223,3223,2022/8/31 3:40:33,52.7,1538.9212,-47.5923,1.179400000000001,23.78156975953256
3224,3224,2022/8/31 3:41:03,52.65,1538.9206,-47.5924,1.1730000000000016,23.66916732908157
3225,3225,2022/8/31 3:41:33,52.59,1538.9192,-47.6068,1.1892999999999965,23.955116306633784
3226,3226,2022/8/31 3:42:03,52.54,1538.9194,-47.5934,1.1743000000000052,23.69201248058991
3227,3227,2022/8/31 3:42:33,52.47,1538.9183,-47.6067,1.180999999999998,23.809644495062862
3228,3228,2022/8/31 3:43:03,52.45,1538.9175,-47.6137,1.164199999999999,23.514343275057936
3229,3229,2022/8/31 3:43:33,52.38,1538.9172,-47.617,1.1801000000000028,23.79385372902485
3230,3230,2022/8/31 3:44:03,52.35,1538.9167,-47.6082,1.1760000000000024,23.721876593083977
3231,3231,2022/8/31 3:44:33,52.29,1538.9161,-47.6167,1.1790999999999983,23.776304595043772
3232,3232,2022/8/31 3:45:03,52.24,1538.9152,-47.6308,1.1760000000000017,23.72187659308396
3233,3233,2022/8/31 3:45:33,52.2,1538.9147,-47.632,1.186799999999998,23.911328750873615
3234,3234,2022/8/31 3:46:03,52.14,1538.9143,-47.6375,1.1703999999999963,23.6234565058135
3235,3235,2022/8/31 3:46:33,52.14,1538.9139,-47.6331,1.1835000000000029,23.853490568141787
3236,3236,2022/8/31 3:47:03,52.1,1538.9136,-47.6404,1.171700000000004,23.646315338172048
3237,3237,2022/8/31 3:47:33,52.06,1538.9128,-47.6517,1.171299999999998,23.639282580062535
3238,3238,2022/8/31 3:48:03,52.02,1538.9129,-47.6455,1.1785999999999988,23.76752851262295
3239,3239,2022/8/31 3:48:33,51.97,1538.9119,-47.6732,1.1701000000000004,23.61818041887096
3240,3240,2022/8/31 3:49:03,51.91,1538.9113,-47.6724,1.1756000000000013,23.71485079474381
3241,3241,2022/8/31 3:49:33,51.87,1538.9115,-47.6634,1.1624999999999996,23.484397909930987
3242,3242,2022/8/31 3:50:03,51.82,1538.911,-47.6523,1.172900000000001,23.66740972647205
3243,3243,2022/8/31 3:50:33,51.78,1538.9106,-47.6575,1.1768999999999987,23.7376822735898
3244,3244,2022/8/31 3:51:03,51.74,1538.9104,-47.6502,1.1664999999999952,23.55483893955997
3245,3245,2022/8/31 3:51:33,51.71,1538.9099,-47.6401,1.1778000000000002,23.75348467898189
3246,3246,2022/8/31 3:52:03,51.68,1538.9097,-47.6401,1.1716999999999966,23.64631533817192
3247,3247,2022/8/31 3:52:33,51.62,1538.9089,-47.637,1.1808000000000003,23.806135718734645
3248,3248,2022/8/31 3:53:03,51.58,1538.9084,-47.6295,1.1764999999999997,23.730657931073694
3249,3249,2022/8/31 3:53:33,51.54,1538.9081,-47.6297,1.1779999999999995,23.75699587992429
3250,3250,2022/8/31 3:54:03,51.48,1538.908,-47.6207,1.1808999999999972,23.807890127096865
3251,3251,2022/8/31 3:54:33,51.44,1538.9073,-47.6226,1.1868999999999967,23.913080737104664
3252,3252,2022/8/31 3:55:03,51.4,1538.9069,-47.6192,1.1791999999999976,23.778059690285133
3253,3253,2022/8/31 3:55:33,51.34,1538.9066,-47.609,1.1799000000000015,23.79034422548818
3254,3254,2022/8/31 3:56:03,51.3,1538.9058,-47.6152,1.184499999999996,23.871021931441547
3255,3255,2022/8/31 3:56:33,51.24,1538.9056,-47.6015,1.1875000000000024,23.923591807373036
3256,3256,2022/8/31 3:57:03,51.19,1538.9048,-47.6105,1.1878000000000053,23.928846797973037
3257,3257,2022/8/31 3:57:33,51.15,1538.9049,-47.5993,1.1990999999999967,24.126520663353855
3258,3258,2022/8/31 3:58:03,51.12,1538.9035,-47.6044,1.178800000000005,23.77103906683792
3259,3259,2022/8/31 3:58:33,51.07,1538.9035,-47.6001,1.1826999999999994,23.83946257075499
3260,3260,2022/8/31 3:59:03,51.02,1538.9024,-47.6015,1.1872000000000025,23.91833645375865
3261,3261,2022/8/31 3:59:33,51.0,1538.9017,-47.6008,1.193699999999995,24.03212121063124
3262,3262,2022/8/31 4:00:03,50.93,1538.9021,-47.5918,1.1962,24.075839252671795
3263,3263,2022/8/31 4:00:33,50.89,1538.9014,-47.5931,1.1841000000000033,23.86400987052748
3264,3264,2022/8/31 4:01:03,50.84,1538.9011,-47.6007,1.1977,24.10205800070401
3265,3265,2022/8/31 4:01:33,50.8,1538.9003,-47.6047,1.191399999999997,23.991878379172547
3266,3266,2022/8/31 4:02:03,50.75,1538.9001,-47.6047,1.1875000000000024,23.923591807373036
3267,3267,2022/8/31 4:02:33,50.71,1538.8997,-47.6042,1.1743000000000006,23.69201248058983
3268,3268,2022/8/31 4:03:03,50.65,1538.8992,-47.6093,1.1849999999999976,23.879786099428124
3269,3269,2022/8/31 4:03:33,50.61,1538.8989,-47.6014,1.1835999999999989,23.85524388613084
3270,3270,2022/8/31 4:04:03,50.57,1538.8981,-47.6112,1.1849000000000014,23.87803334655092
3271,3271,2022/8/31 4:04:33,50.52,1538.898,-47.6013,1.1763999999999992,23.728901744353916
3272,3272,2022/8/31 4:05:03,50.48,1538.8972,-47.6146,1.179599999999996,23.78507966713891
3273,3273,2022/8/31 4:05:33,50.44,1538.8968,-47.6191,1.1903999999999992,23.97437484730228
3274,3274,2022/8/31 4:06:03,50.41,1538.8963,-47.6231,1.1834999999999976,23.853490568141694
3275,3275,2022/8/31 4:06:33,50.38,1538.896,-47.6181,1.1865000000000048,23.906072550128155
3276,3276,2022/8/31 4:07:03,50.35,1538.8954,-47.6263,1.1797999999999955,23.78858941311184
3277,3277,2022/8/31 4:07:33,50.31,1538.8947,-47.6334,1.1838000000000004,23.85875040099651
3278,3278,2022/8/31 4:08:03,50.25,1538.8944,-47.6412,1.188799999999996,23.946360811857105
3279,3279,2022/8/31 4:08:33,50.2,1538.894,-47.646,1.1719999999999997,23.651589481690337
3280,3280,2022/8/31 4:09:03,50.15,1538.8936,-47.6418,1.1626999999999963,23.487921502491673
3281,3281,2022/8/31 4:09:33,50.11,1538.8925,-47.6708,1.1766999999999992,23.734170183202476
3282,3282,2022/8/31 4:10:03,50.08,1538.8924,-47.6644,1.1808999999999965,23.80789012709685
3283,3283,2022/8/31 4:10:33,50.04,1538.8922,-47.6589,1.1605999999999976,23.450915686273166
3284,3284,2022/8/31 4:11:03,50.0,1538.892,-47.6584,1.1703,23.621697850661327
3285,3285,2022/8/31 4:11:33,49.95,1538.8911,-47.6672,1.1697000000000013,23.611145069320397
3286,3286,2022/8/31 4:12:03,49.91,1538.8907,-47.6638,1.1842999999999984,23.86751598171383
3287,3287,2022/8/31 4:12:33,49.86,1538.8901,-47.6618,1.175699999999997,23.716607304994863
3288,3288,2022/8/31 4:13:03,49.82,1538.8897,-47.6419,1.1732999999999956,23.674439894094732
3289,3289,2022/8/31 4:13:33,49.79,1538.8889,-47.6448,1.1815000000000007,23.818415728981194
3290,3290,2022/8/31 4:14:03,49.75,1538.8884,-47.6353,1.1772999999999931,23.744705969169765
3291,3291,2022/8/31 4:14:33,49.71,1538.8883,-47.6261,1.1808000000000027,23.8061357187347
3292,3292,2022/8/31 4:15:03,49.65,1538.8877,-47.6231,1.181600000000001,23.820169854589025
3293,3293,2022/8/31 4:15:33,49.64,1538.8875,-47.6188,1.1871999999999951,23.918336453758528
3294,3294,2022/8/31 4:16:03,49.59,1538.8868,-47.6118,1.183499999999993,23.853490568141623
3295,3295,2022/8/31 4:16:33,49.54,1538.8862,-47.6195,1.1775,23.748217574377502
3296,3296,2022/8/31 4:17:03,49.5,1538.8857,-47.6156,1.179700000000002,23.786834560329208
3297,3297,2022/8/31 4:17:33,49.48,1538.885,-47.6109,1.1910000000000005,23.98487745006124
3298,3298,2022/8/31 4:18:03,49.41,1538.8846,-47.6118,1.179300000000003,23.77981474511449
3299,3299,2022/8/31 4:18:33,49.39,1538.8841,-47.5989,1.1850000000000003,23.879786099428166
3300,3300,2022/8/31 4:19:03,49.33,1538.8836,-47.6105,1.1881000000000037,23.9341014255836
3301,3301,2022/8/31 4:19:33,49.29,1538.8833,-47.6072,1.1907000000000048,23.979626330055368
3302,3302,2022/8/31 4:20:03,49.25,1538.8832,-47.6066,1.1880999999999964,23.93410142558348
3303,3303,2022/8/31 4:20:33,49.21,1538.8826,-47.6046,1.199399999999995,24.13176163660916
3304,3304,2022/8/31 4:21:03,49.17,1538.8823,-47.5985,1.1891000000000012,23.951614229684367
3305,3305,2022/8/31 4:21:33,49.12,1538.8818,-47.5984,1.184900000000002,23.87803334655093
3306,3306,2022/8/31 4:22:03,49.07,1538.8818,-47.6072,1.189399999999997,23.956867284630743
3307,3307,2022/8/31 4:22:33,49.04,1538.8813,-47.6083,1.1844999999999979,23.871021931441597
3308,3308,2022/8/31 4:23:03,48.99,1538.8804,-47.609,1.1906999999999976,23.979626330055247
3309,3309,2022/8/31 4:23:33,48.94,1538.8799,-47.6087,1.1840000000000024,23.862256754384923
3310,3310,2022/8/31 4:24:03,48.91,1538.8798,-47.6118,1.193399999999995,24.026873354221376
3311,3311,2022/8/31 4:24:33,48.87,1538.8796,-47.6011,1.1893000000000007,23.95511630663386
3312,3312,2022/8/31 4:25:03,48.83,1538.8787,-47.6143,1.1898999999999993,23.965621569874692
3313,3313,2022/8/31 4:25:33,48.78,1538.8784,-47.6161,1.1960999999999993,24.074091014137167
3314,3314,2022/8/31 4:26:03,48.74,1538.8778,-47.622,1.1913999999999996,23.991878379172597
3315,3315,2022/8/31 4:26:33,48.72,1538.8775,-47.6246,1.184900000000004,23.878033346550964
3316,3316,2022/8/31 4:27:03,48.69,1538.8766,-47.6335,1.1923999999999972,24.00937788116967
3317,3317,2022/8/31 4:27:33,48.64,1538.8764,-47.6319,1.1883999999999995,23.93935569022985
3318,3318,2022/8/31 4:28:03,48.58,1538.876,-47.6336,1.1850999999999965,23.8815388119472
3319,3319,2022/8/31 4:28:33,48.55,1538.8758,-47.6378,1.1938999999999973,24.03561958018265
3320,3320,2022/8/31 4:29:03,48.52,1538.8756,-47.6264,1.1869000000000065,23.91308073710483
3321,3321,2022/8/31 4:29:33,48.47,1538.8752,-47.631,1.1869000000000065,23.91308073710483
3322,3322,2022/8/31 4:30:03,48.44,1538.8744,-47.6479,1.184599999999994,23.872774845760723
3323,3323,2022/8/31 4:30:33,48.38,1538.8741,-47.6588,1.1799000000000015,23.79034422548817
3324,3324,2022/8/31 4:31:03,48.34,1538.8737,-47.6559,1.1883999999999995,23.93935569022985
3325,3325,2022/8/31 4:31:33,48.32,1538.8733,-47.6584,1.1769999999999976,23.73943825813272
3326,3326,2022/8/31 4:32:03,48.28,1538.8729,-47.6605,1.1759999999999997,23.721876593083923
3327,3327,2022/8/31 4:32:33,48.23,1538.8724,-47.666,1.1716999999999993,23.646315338171974
3328,3328,2022/8/31 4:33:03,48.19,1538.872,-47.6732,1.1681000000000004,23.58299719042637
3329,3329,2022/8/31 4:33:33,48.16,1538.8715,-47.6795,1.1672999999999953,23.568919361728486
3330,3330,2022/8/31 4:34:03,48.13,1538.8709,-47.6783,1.1754999999999975,23.713094244047017
3331,3331,2022/8/31 4:34:33,48.1,1538.871,-47.67,1.1709999999999974,23.634007586384158
3332,3332,2022/8/31 4:35:03,48.06,1538.8702,-47.6626,1.1850999999999965,23.8815388119472
3333,3333,2022/8/31 4:35:33,48.02,1538.8698,-47.6505,1.1762999999999957,23.727145517195915
3334,3334,2022/8/31 4:36:03,47.99,1538.8693,-47.6522,1.1681000000000006,23.58299719042637
3335,3335,2022/8/31 4:36:33,47.92,1538.8693,-47.6407,1.1796999999999949,23.786834560329083
3336,3336,2022/8/31 4:37:03,47.89,1538.8689,-47.6418,1.1838000000000033,23.858750400996556
3337,3337,2022/8/31 4:37:33,47.84,1538.8682,-47.6439,1.181600000000001,23.820169854589036
3338,3338,2022/8/31 4:38:03,47.81,1538.8677,-47.6426,1.1893000000000007,23.95511630663386
3339,3339,2022/8/31 4:38:33,47.78,1538.8672,-47.6393,1.1868000000000032,23.911328750873704
3340,3340,2022/8/31 4:39:03,47.72,1538.867,-47.6355,1.1820000000000002,23.827185953131966
3341,3341,2022/8/31 4:39:33,47.67,1538.8663,-47.6317,1.1878999999999973,23.93059838084066
3342,3342,2022/8/31 4:40:03,47.65,1538.8661,-47.6276,1.1960000000000033,24.072342735347483
3343,3343,2022/8/31 4:40:33,47.59,1538.8661,-47.6274,1.1905000000000052,23.97612538186016
3344,3344,2022/8/31 4:41:03,47.57,1538.8656,-47.6245,1.188900000000002,23.94811199145456
3345,3345,2022/8/31 4:41:33,47.53,1538.865,-47.6217,1.1911000000000038,23.98662774279048
3346,3346,2022/8/31 4:42:03,47.49,1538.8648,-47.6239,1.1947000000000025,24.049611447440842
3347,3347,2022/8/31 4:42:33,47.45,1538.8647,-47.6146,1.1994000000000025,24.13176163660929
3348,3348,2022/8/31 4:43:03,47.42,1538.8643,-47.6141,1.1979000000000022,24.105553149621382
3349,3349,2022/8/31 4:43:33,47.38,1538.8641,-47.6112,1.1931000000000065,24.021625135290122
3350,3350,2022/8/31 4:44:03,47.36,1538.8633,-47.619,1.2005999999999997,24.152721909669616
3351,3351,2022/8/31 4:44:33,47.31,1538.8629,-47.6169,1.1992000000000027,24.128267694665183
3352,3352,2022/8/31 4:45:03,47.27,1538.863,-47.6074,1.193000000000003,24.01987564841489
3353,3353,2022/8/31 4:45:33,47.23,1538.8621,-47.6053,1.1965999999999946,24.082831804277248
3354,3354,2022/8/31 4:46:03,47.19,1538.8614,-47.614,1.2022999999999993,24.18240571760237
3355,3355,2022/8/31 4:46:33,47.15,1538.8616,-47.6058,1.2024999999999986,24.185897166455796
3356,3356,2022/8/31 4:47:03,47.1,1538.861,-47.6156,1.1883999999999997,23.93935569022985
3357,3357,2022/8/31 4:47:33,47.08,1538.8604,-47.6157,1.1973000000000036,24.095067219978205
3358,3358,2022/8/31 4:48:03,47.04,1538.8605,-47.6039,1.1922999999999964,24.007628112287797
3359,3359,2022/8/31 4:48:33,47.01,1538.8599,-47.6016,1.1932999999999987,24.025123988192377
3360,3360,2022/8/31 4:49:03,46.95,1538.8595,-47.6173,1.194100000000004,24.03911778863199
3361,3361,2022/8/31 4:49:33,46.92,1538.8596,-47.6066,1.1998999999999975,24.140495787555786
3362,3362,2022/8/31 4:50:03,46.89,1538.8586,-47.6173,1.1930999999999992,24.02162513528999
3363,3363,2022/8/31 4:50:33,46.84,1538.8587,-47.6093,1.1872999999999985,23.920088278633187
3364,3364,2022/8/31 4:51:03,46.79,1538.8577,-47.6199,1.1988000000000036,24.121279328052523
3365,3365,2022/8/31 4:51:33,46.77,1538.8575,-47.6199,1.1924999999999988,24.011127609762102
3366,3366,2022/8/31 4:52:03,46.75,1538.8576,-47.611,1.1891000000000014,23.951614229684367
3367,3367,2022/8/31 4:52:33,46.71,1538.8564,-47.6276,1.1897999999999962,23.96387079345488
3368,3368,2022/8/31 4:53:03,46.65,1538.8559,-47.63,1.188200000000003,23.935852887460484
3369,3369,2022/8/31 4:53:33,46.64,1538.8558,-47.6302,1.1883000000000015,23.93760430900892
3370,3370,2022/8/31 4:54:03,46.6,1538.8558,-47.6202,1.1947999999999988,24.05136024963175
3371,3371,2022/8/31 4:54:33,46.56,1538.8552,-47.6417,1.1840999999999988,23.8640098705274
3372,3372,2022/8/31 4:55:03,46.53,1538.855,-47.6322,1.1904,23.974374847302304
3373,3373,2022/8/31 4:55:33,46.5,1538.854,-47.6504,1.1861000000000044,23.89906371764391
3374,3374,2022/8/31 4:56:03,46.46,1538.8535,-47.6542,1.1808999999999992,23.807890127096897
3375,3375,2022/8/31 4:56:33,46.39,1538.8534,-47.6442,1.1819999999999984,23.82718595313193
3376,3376,2022/8/31 4:57:03,46.34,1538.8525,-47.6684,1.1803000000000006,23.797363070946563
3377,3377,2022/8/31 4:57:33,46.33,1538.8525,-47.6603,1.1848000000000039,23.876280553314608
3378,3378,2022/8/31 4:58:03,46.28,1538.852,-47.6809,1.1831000000000012,23.84647689245497
3379,3379,2022/8/31 4:58:33,46.24,1538.852,-47.6587,1.181599999999999,23.820169854589
3380,3380,2022/8/31 4:59:03,46.21,1538.8514,-47.6892,1.1784,23.76401779673739
3381,3381,2022/8/31 4:59:33,46.16,1538.8514,-47.6776,1.1823000000000032,23.83244760298244
3382,3382,2022/8/31 5:00:03,46.13,1538.8506,-47.6732,1.1867,23.90957672430113
3383,3383,2022/8/31 5:00:33,46.09,1538.8502,-47.6688,1.1817999999999935,23.823677984636195
3384,3384,2022/8/31 5:01:03,46.06,1538.851,-47.6692,1.188400000000002,23.93935569022989
3385,3385,2022/8/31 5:01:33,46.03,1538.8498,-47.6598,1.1813000000000056,23.81490735659257
3386,3386,2022/8/31 5:02:03,45.99,1538.8496,-47.6532,1.1853999999999996,23.886796707364887
3387,3387,2022/8/31 5:02:33,45.96,1538.8497,-47.6525,1.185999999999998,23.89731140865521
3388,3388,2022/8/31 5:03:03,45.9,1538.8487,-47.6531,1.1952000000000031,24.05835505573305
3389,3389,2022/8/31 5:03:33,45.88,1538.8484,-47.6457,1.194399999999998,24.04436479925539
3390,3390,2022/8/31 5:04:03,45.82,1538.848,-47.641,1.1913000000000036,23.99012820734523
3391,3391,2022/8/31 5:04:33,45.82,1538.8479,-47.6279,1.1988999999999983,24.123026480048473
3392,3392,2022/8/31 5:05:03,45.76,1538.8473,-47.6281,1.1983000000000015,24.1125429646019
3393,3393,2022/8/31 5:05:33,45.74,1538.8469,-47.6311,1.1990999999999976,24.12652066335388
3394,3394,2022/8/31 5:06:03,45.69,1538.8469,-47.632,1.1967999999999972,24.086327838573308
3395,3395,2022/8/31 5:06:33,45.65,1538.8469,-47.6226,1.193700000000003,24.032121210631374
3396,3396,2022/8/31 5:07:03,45.64,1538.846,-47.631,1.1928000000000016,24.016376553811945
3397,3397,2022/8/31 5:07:33,45.6,1538.8457,-47.6254,1.196500000000004,24.081083726754105
3398,3398,2022/8/31 5:08:03,45.55,1538.8457,-47.6242,1.199500000000004,24.133508547244062
3399,3399,2022/8/31 5:08:33,45.53,1538.8452,-47.6189,1.1937999999999993,24.033870415545238
3400,3400,2022/8/31 5:09:03,45.5,1538.8448,-47.6192,1.1994999999999987,24.133508547243963
3401,3401,2022/8/31 5:09:33,45.46,1538.8447,-47.6088,1.190000000000003,23.967372305981872
3402,3402,2022/8/31 5:10:03,45.43,1538.8437,-47.6121,1.1938000000000013,24.033870415545262
3403,3403,2022/8/31 5:10:33,45.4,1538.8431,-47.6139,1.1988000000000067,24.12127932805259
3404,3404,2022/8/31 5:11:03,45.36,1538.8428,-47.6133,1.2031000000000025,24.196370548345012
3405,3405,2022/8/31 5:11:33,45.32,1538.8428,-47.6122,1.2002999999999993,24.14748238434866
3406,3406,2022/8/31 5:12:03,45.27,1538.8423,-47.6039,1.2031999999999987,24.198115971321645
3407,3407,2022/8/31 5:12:33,45.25,1538.8418,-47.6026,1.1982999999999973,24.112542964601825
3408,3408,2022/8/31 5:13:03,45.21,1538.8416,-47.6025,1.1898000000000015,23.96387079345497
3409,3409,2022/8/31 5:13:33,45.17,1538.8407,-47.6098,1.1922000000000033,24.00587830311567
3410,3410,2022/8/31 5:14:03,45.14,1538.8406,-47.6047,1.2009000000000023,24.157961073069544
3411,3411,2022/8/31 5:14:33,45.11,1538.84,-47.6137,1.2050000000000016,24.229526713413815
3412,3412,2022/8/31 5:15:03,45.08,1538.8396,-47.6154,1.1990999999999976,24.12652066335388
3413,3413,2022/8/31 5:15:33,45.04,1538.8398,-47.605,1.2008999999999983,24.15796107306948
3414,3414,2022/8/31 5:16:03,44.99,1538.8394,-47.6068,1.2022999999999973,24.182405717602336
3415,3415,2022/8/31 5:16:33,44.97,1538.8386,-47.618,1.204399999999996,24.21905791253449
3416,3416,2022/8/31 5:17:03,44.95,1538.8387,-47.6106,1.2082999999999977,24.28707927245197
3417,3417,2022/8/31 5:17:33,44.9,1538.8376,-47.6236,1.2046999999999988,24.224292493763944
3418,3418,2022/8/31 5:18:03,44.87,1538.8378,-47.6211,1.199500000000004,24.133508547244062
3419,3419,2022/8/31 5:18:33,44.84,1538.8377,-47.6103,1.2067000000000012,24.259180462798657
3420,3420,2022/8/31 5:19:03,44.8,1538.838,-47.6125,1.2059999999999993,24.246971501159162
3421,3421,2022/8/31 5:19:33,44.75,1538.8371,-47.6181,1.1990000000000016,24.124773591815373
3422,3422,2022/8/31 5:20:03,44.73,1538.8364,-47.6323,1.2053000000000047,24.234760571509092
3423,3423,2022/8/31 5:20:33,44.69,1538.8363,-47.6216,1.2063000000000021,24.25220415425282
3424,3424,2022/8/31 5:21:03,44.65,1538.8356,-47.6366,1.2014999999999991,24.16843831420597
3425,3425,2022/8/31 5:21:33,44.61,1538.8357,-47.6392,1.2069000000000007,24.26266837612581
3426,3426,2022/8/31 5:22:03,44.58,1538.8356,-47.6287,1.2026000000000001,24.187642830588278
3427,3427,2022/8/31 5:22:33,44.55,1538.8345,-47.6503,1.1990999999999976,24.12652066335388
3428,3428,2022/8/31 5:23:03,44.52,1538.8352,-47.6303,1.198800000000002,24.121279328052506
3429,3429,2022/8/31 5:23:33,44.49,1538.8345,-47.6481,1.199700000000001,24.13700224784351
3430,3430,2022/8/31 5:24:03,44.45,1538.8344,-47.6475,1.1975000000000013,24.09856269082544
3431,3431,2022/8/31 5:24:33,44.42,1538.8343,-47.6407,1.197799999999997,24.103805595282324
3432,3432,2022/8/31 5:25:03,44.39,1538.834,-47.6555,1.1949000000000003,24.05310901155556
3433,3433,2022/8/31 5:25:33,44.37,1538.8334,-47.6618,1.201400000000003,24.16669220786816
3434,3434,2022/8/31 5:26:03,44.32,1538.8328,-47.6683,1.1960999999999975,24.074091014137142
3435,3435,2022/8/31 5:26:33,44.29,1538.8324,-47.6682,1.1969000000000003,24.08807579534793
3436,3436,2022/8/31 5:27:03,44.27,1538.8316,-47.6744,1.193999999999999,24.037368704544605
3437,3437,2022/8/31 5:27:33,44.23,1538.8312,-47.6722,1.2004999999999943,24.1509754414439
3438,3438,2022/8/31 5:28:03,44.18,1538.8312,-47.6799,1.194699999999994,24.04961144744069
3439,3439,2022/8/31 5:28:33,44.14,1538.8313,-47.6698,1.197799999999997,24.103805595282324
3440,3440,2022/8/31 5:29:03,44.12,1538.8309,-47.6712,1.192499999999999,24.01112760976212
3441,3441,2022/8/31 5:29:33,44.09,1538.8303,-47.6694,1.196200000000001,24.075839252671813
3442,3442,2022/8/31 5:30:03,44.06,1538.8299,-47.6552,1.1982000000000013,24.110795571211217
3443,3443,2022/8/31 5:30:33,44.03,1538.8292,-47.6593,1.1987999999999999,24.121279328052456
3444,3444,2022/8/31 5:31:03,44.0,1538.8296,-47.6456,1.1930999999999976,24.02162513528997
3445,3445,2022/8/31 5:31:33,43.96,1538.8285,-47.6527,1.2055000000000042,24.238249609387907
3446,3446,2022/8/31 5:32:03,43.94,1538.8284,-47.6515,1.2078000000000024,24.278361998524343
3447,3447,2022/8/31 5:32:33,43.89,1538.8283,-47.6376,1.2074999999999996,24.273131152412972
3448,3448,2022/8/31 5:33:03,43.86,1538.828,-47.6398,1.2050000000000018,24.229526713413815
3449,3449,2022/8/31 5:33:33,43.84,1538.8276,-47.6332,1.203599999999998,24.205097261343823
3450,3450,2022/8/31 5:34:03,43.8,1538.8272,-47.6304,1.2120000000000068,24.351555916671927
3451,3451,2022/8/31 5:34:33,43.78,1538.8265,-47.6346,1.207699999999999,24.27661842330192
3452,3452,2022/8/31 5:35:03,43.73,1538.8257,-47.631,1.2130999999999983,24.37071405810256
3453,3453,2022/8/31 5:35:33,43.71,1538.8256,-47.6313,1.208399999999994,24.288822606807106
3454,3454,2022/8/31 5:36:03,43.68,1538.8256,-47.6292,1.2108999999999988,24.332392922168843
3455,3455,2022/8/31 5:36:33,43.62,1538.8254,-47.6222,1.2122999999999955,24.356781345579368
3456,3456,2022/8/31 5:37:03,43.59,1538.8247,-47.6248,1.2163000000000004,24.426419250280265
3457,3457,2022/8/31 5:37:33,43.55,1538.8244,-47.6239,1.2091000000000007,24.301024823389028
3458,3458,2022/8/31 5:38:03,43.52,1538.8242,-47.6158,1.2179000000000035,24.454256458235623
3459,3459,2022/8/31 5:38:33,43.48,1538.8237,-47.6124,1.2213000000000007,24.513376484296856
3460,3460,2022/8/31 5:39:03,43.45,1538.823,-47.6218,1.2131000000000007,24.370714058102596
3461,3461,2022/8/31 5:39:33,43.43,1538.8225,-47.6216,1.2159999999999975,24.421198631954763
3462,3462,2022/8/31 5:40:03,43.4,1538.8222,-47.6219,1.2196999999999996,24.48556106097668
3463,3463,2022/8/31 5:40:33,43.35,1538.8217,-47.6189,1.2185999999999986,24.466432012179737
3464,3464,2022/8/31 5:41:03,43.31,1538.8217,-47.6197,1.2101000000000006,24.318453149981437
3465,3465,2022/8/31 5:41:33,43.31,1538.8215,-47.6091,1.2153999999999987,24.410756313359006
3466,3466,2022/8/31 5:42:03,43.31,1538.8211,-47.6183,1.2198000000000029,24.48729982517247
